3.699030316973228594e+01,3.594315775657406675e+01,3.671728021323912827e+01
7.483084383120542782e+01,8.597646851564469728e+01,8.314705931542519579e+01
8.630426539814402531e+01,8.755356472337250295e+01,8.560691111274734055e+01
9.543572304847722876e+01,8.005634418304420308e+01,8.523836241796237800e+01
7.615011570460710288e+01,8.396750699498099380e+01,9.735418837201960685e+01
8.055100592847678342e+01,8.755232973073071889e+01,9.291775170057496780e+01
6.384185292992673766e+01,5.489148753894525612e+01,8.047956895207643413e+01
5.777132135607870822e+01,6.226359212719598446e+01,6.929755316785305297e+01
5.533422777613479582e+01,5.956422057108744639e+01,6.362640774929026577e+01
5.045028309215442874e+01,4.896803525533042034e+01,3.915214560008970324e+01
4.270784490951226076e+01,5.175656556609207826e+01,3.539984242836468553e+01
6.961320701985277992e+01,6.789180358470841270e+01,6.582531587979369192e+01
5.274001306937837086e+01,4.239078435550715085e+01,3.819622372239809494e+01
3.141038069825759038e+01,2.618714655100977495e+01,3.363456926663531021e+01
5.211450988482080504e+01,6.430657286131119577e+01,4.988578580122248241e+01
3.255517156248389909e+01,3.785989982467793169e+01,5.283527996828283335e+01
3.309451470124578520e+01,5.034807974767495864e+01,2.919920705498863356e+01
3.920035017183288062e+01,5.825163146208394238e+01,4.961791224640490583e+01
4.520474230259760873e+01,4.594603336962753559e+01,4.434523414644156247e+01
3.002564872072093749e+01,4.309883238395534022e+01,3.595509837909739304e+01
7.328656854881413096e+01,5.922717343310694105e+01,5.082892470508250682e+01
2.647998585643093605e+01,4.615749213298174425e+01,4.692645771946219924e+01
2.898551199247625476e+01,2.908676912989047736e+01,4.687811251836863846e+01
3.594079538879660163e+01,3.755104761232036736e+01,3.607822279968979728e+01
5.891269216153985866e+01,5.869282619055051242e+01,7.842663080369561612e+01
7.617625099903479224e+01,6.417677462947223432e+01,7.681181924733377286e+01
4.840903404141235455e+01,6.641427509876659485e+01,7.064530043784588997e+01
5.634577159798158874e+01,5.920493935387262496e+01,7.180083277517709917e+01
5.730972469910444289e+01,5.563057155016213784e+01,6.419115253195796811e+01
6.250433432100584952e+01,4.909951493769855801e+01,6.133870491392861624e+01
8.943875989107642965e+01,8.442138447938630463e+01,8.810364138625732267e+01
7.358258949864107024e+01,4.919282491900048626e+01,6.703719917883078949e+01
5.679267972028870304e+01,6.632552996189760108e+01,6.845301600703400879e+01
3.571976436553300260e+01,4.741781188551032500e+01,5.088721269981642337e+01
5.696898918298008141e+01,6.618147562735641998e+01,6.624816375064273188e+01
6.635724095075416074e+01,6.406627317331469840e+01,7.562721863241641529e+01
8.500199580556790124e+01,7.087312503133433950e+01,8.918265276812361719e+01
9.650095129871529309e+01,8.620313914418923673e+01,7.636694566962054864e+01
5.090114111842672884e+01,3.167531157990053714e+01,2.069775735256407856e+01
5.668124719691418534e+01,5.003919223980575737e+01,6.378412588164163566e+01
5.085206507552758382e+01,6.895754506836205167e+01,7.529969811078777298e+01
8.272317276138605280e+01,7.901340609024060768e+01,9.418810800567092656e+01
2.421836620644931770e+01,3.967402913746245474e+01,4.694383947478608121e+01
6.820176191416418021e+01,6.439506916175926676e+01,5.965518592338995063e+01
4.062583051485469809e+01,4.440210456752106438e+01,5.408721908902086284e+01
6.046386435934751091e+01,7.718475932988037869e+01,5.372730727573206622e+01
6.338316888656338932e+01,6.739454098790743330e+01,6.661520070605389776e+01
3.390141233577877955e+01,3.312635185139544092e+01,3.569869938477582139e+01
4.262694378265230455e+01,4.142992770629061994e+01,3.506965529446313923e+01
5.562710308532888348e+01,6.427647882405108248e+01,8.006849010695955826e+01
5.333388769420060527e+01,6.044377929812227990e+01,7.019464889823625242e+01
4.906944383005361487e+01,3.710983659997243933e+01,4.281627577442339572e+01
5.480283382151500149e+01,6.622454379641418143e+01,7.338586332312013383e+01
